,行政区,price,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源
819,静安,610,213.5万,21043元,内环内,高荣小区(静安曹家渡)地图,sh4423560举报假一赔百细则,3室1厅1卫,有(二梯十户),89.04平,暂无数据,低区/24层,简装,南北,1997-08-20,满五,折现,住宅 - 公寓,83998元/平,1987~1994年,住宅 - 公寓,24栋,2002户,上海金辉物业有限公司、金辉物业,上海静安地产(集团)有限公司,19套在售二手房18套在租房源
820,浦东,680,238万,23458元,中外环,证大家园（公寓）(浦东金桥)地图,sh4414002举报假一赔百细则,2室2厅1卫,暂无数据,88.72平,暂无数据,中区/5层,精装,南北,2009-07-08,满五,置换,住宅 - 公寓,76922元/平,2002~2006年,住宅 - 公寓、商业类,296栋,4702户,科瑞物业,上海大业房地产开发有限公司,78套在售二手房51套在租房源
821,徐汇,960,336万,33117元,内中环,兆嘉园(徐汇万体馆)地图,sh4412720举报假一赔百细则,3室2厅2卫,有(二梯六户),132.53平,暂无数据,高区/21层,中装,东南,暂无数据,满五,置换,住宅 - 公寓,75559元/平,1996~2000年,住宅 - 公寓,7栋,210户,上海欣业物业管理有限公司,上海盛基置业有限公司,6套在售二手房1套在租房源
822,杨浦,289,101.1万,9970元,中外环,三门路24弄(杨浦中原)地图,sh4411883举报假一赔百细则,2室0厅1卫,暂无数据,49.96平,暂无数据,高区/5层,简装,南,2001-01-15,满五,折现,住宅 - 公寓,58339元/平,1994~1995年,住宅 - 公寓,31栋,448户,恒远物业,上海建华房地产开发经营公司、建华房地产开发经营有限公司,4套在售二手房0套在租房源
823,闵行,480,168万,16559元,中外环,同济华城(闵行古美)地图,sh4410048举报假一赔百细则,1室1厅1卫,有(一梯八户),66.32平,暂无数据,高区/17层,精装,南,暂无数据,满五,置换,住宅 - 公寓,67339元/平,2006年,住宅 - 公寓,9栋,369户,上海同科物业管理有限公司,上海同瑞房地产开发有限公司,7套在售二手房9套在租房源
824,虹口,450,157.5万,15524元,内中环,曲阳名邸(虹口凉城)地图,sh4409967举报假一赔百细则,1室1厅1卫,有(二梯四户),58.21平,暂无数据,低区/21层,精装,南,2010-06-13,满五,折现,住宅 - 公寓,77306元/平,2005~2006年,住宅 - 公寓,5栋,410户,上海悦华物业管理有限公司,上海聚联房地产开发有限公司,1套在售二手房2套在租房源
825,闵行,740,259万,25528元,中外环,金汇鸿锦苑(闵行金汇)地图,sh4405563举报假一赔百细则,2室2厅2卫,有(一梯二户),116.73平,暂无数据,低区/8层,中装,南北,2000-07-03,满五,折现,住宅 - 公寓,62980元/平,1999年,住宅 - 公寓,15栋,220户,上海金汇物业有限公司,上海宝驹置业有限公司,4套在售二手房1套在租房源
826,徐汇,1050,367.5万,36222元,内环内,云福大厦(徐汇斜土路)地图,sh4405128举报假一赔百细则,3室2厅2卫,有(二梯八户),137.27平,暂无数据,高区/24层,中装,南北,2000-12-07,满五,置换,住宅 - 公寓,85095元/平,1999年,住宅 - 公寓,2栋,367户,上海益镇物业管理有限公司、上海隧峰房地产开发公司物业管理分公司,上海三林房地产开发经营有限公司、三林集团,4套在售二手房1套在租房源
827,黄浦,310,108.5万,10694元,内环内,打浦路480弄(黄浦打浦桥)地图,sh4401274举报假一赔百细则,2室0厅1卫,暂无数据,48.53平,暂无数据,高区/5层,简装,南北,1980-07-01,满五,折现,住宅 - 公寓,63878元/平,1979年,住宅 - 公寓,2栋,41户,暂无信息,暂无信息,1套在售二手房0套在租房源
828,松江,435,152.2万,15006元,外环外,奥林匹克花园(松江九亭)地图,sh4400909举报假一赔百细则,2室2厅2卫,暂无数据,89.48平,暂无数据,中区/4层,精装,南北,2003-04-17,满五,折现,住宅 - 公寓,46060元/平,1999~2010年,住宅 - 公寓,337栋,5309户,上海奥林匹克物业管理有限公司,上海奥林匹克置业投资有限公司,124套在售二手房30套在租房源
829,闸北,668,233.8万,23044元,内中环,乐业公寓(闸北闸北公园)地图,sh4395372举报假一赔百细则,2室2厅1卫,暂无数据,107.02平,暂无数据,高区/6层,暂无数据,暂无数据,2001-06-01,满五,置换,住宅 - 公寓,64667元/平,1999年,住宅 - 公寓,19栋,494户,上海三平房地产开发有限公司,上海三平房地产开发有限公司,11套在售二手房6套在租房源
830,长宁,1350,472.5万,46571元,内中环,古北国际花园(长宁古北)地图,sh4393259277举报假一赔百细则,2室2厅2卫,有(二梯二户),147.06平,暂无数据,低区/32层,暂无数据,暂无数据,2011-05-13,满五,折现,住宅 - 公寓,105515元/平,2006年,住宅 - 公寓,15栋,757户,上海新古北物业管理有限公司、古北物业,中华企业股份有限公司,6套在售二手房15套在租房源
831,宝山,1550,542.5万,53471元,内中环,铂金华府(宝山大华)地图,sh4393117举报假一赔百细则,5室2厅3卫,有(二梯二户),227.41平,暂无数据,高区/17层,毛坯,南北,2011-02-15,满五,折现,住宅 - 公寓,63047元/平,2008~2009年,住宅 - 公寓,76栋,1602户,大华集团上海物业管理有限公司、大华物业,大华集团上海华宜置业有限公司,23套在售二手房12套在租房源
832,宝山,660,231万,22768元,中外环,鎏园(宝山淞南)地图,sh4390589举报假一赔百细则,3室2厅1卫,有(一梯二户),117.37平,暂无数据,低区/14层,毛坯,南北,2011-02-25,满五,折现,住宅 - 公寓,住宅 - 公寓,23栋,506户,上海新城物业有限公司、新城物业、新城物业,上海鎏宇房产有限公司,9套在售二手房4套在租房源,,
833,普陀,890,311.5万,30703元,内环内,中远两湾城(普陀中远两湾城)地图,sh4388455举报假一赔百细则,3室2厅2卫,有(二梯五户),139.48平,暂无数据,高区/33层,精装,南北,2011-12-26,满五,其它,住宅 - 公寓,71535元/平,2001~2006年,住宅 - 公寓,97栋,11603户,上海中远物业管理发展有限公司,上海万业企业股份有限公司,111套在售二手房57套在租房源
834,浦东,870,304.5万,30013元,内环内,仁恒广场(浦东塘桥)地图,sh4384484举报假一赔百细则,3室2厅2卫,有(二梯六户),137.09平,暂无数据,中区/25层,简装,东南,2006-10-16,满五,折现,住宅 - 公寓,57200元/平,1994~1997年,住宅 - 公寓、商业类,6栋,531户,上海仁恒物业管理有限公司、仁恒物业,上海仁恒房地产有限公司、仁恒置业,13套在售二手房8套在租房源
835,浦东,295,103.2万,10177元,中外环,和合新村(浦东御桥)地图,sh4380416举报假一赔百细则,1室1厅1卫,暂无数据,52.86平,暂无数据,低区/6层,简装,南,暂无数据,满五,其它,住宅 - 公寓,52285元/平,1999~2007年,住宅 - 公寓,73栋,822户,上海联丰物业管理有限公司,周康置业开发有限公司,9套在售二手房3套在租房源
836,宝山,222,77.7万,7658元,外环外,宝钢三村(宝山淞宝)地图,sh4375464举报假一赔百细则,2室1厅1卫,暂无数据,49.11平,暂无数据,高区/6层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,43981元/平,1978~1994年,住宅 - 公寓,82栋,1573户,上海宝房物业服务公司,上海宝钢地产有限公司、宝钢集团有限公司,12套在售二手房5套在租房源
837,徐汇,565,197.8万,19491元,内中环,锦馨苑(徐汇田林)地图,sh4370645举报假一赔百细则,2室2厅1卫,有(二梯八户),94.49平,暂无数据,低区/28层,中装,东,2003-11-03,满五,折现,住宅 - 公寓,73902元/平,1997~2007年,住宅 - 公寓,66栋,1240户,上海锦江物业管理公司、上海锦江物业管理公司、锦江物业,上海锦江房地产公司,21套在售二手房1套在租房源
838,杨浦,250,87.5万,8624元,内中环,控江西三村(杨浦黄兴公园)地图,sh4370603举报假一赔百细则,2室1厅1卫,暂无数据,41.0平,暂无数据,中区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,61235元/平,1993~2004年,住宅 - 公寓,60栋,1285户,延吉物业,老上海黄兴房产公司,14套在售二手房1套在租房源
839,闸北,700,245万,24148元,内中环,东方明珠大宁公寓(闸北大宁)地图,sh4370363举报假一赔百细则,2室2厅2卫,有(一梯五户),109.37平,暂无数据,低区/25层,简装,南北,2011-12-21,满五,折现,住宅 - 公寓,73320元/平,1997~2002年,住宅 - 公寓,32栋,737户,上海东方明珠物业管理有限公司,上海东方房产投资发展有限公司、上海东方明珠北区置业有限公司,6套在售二手房5套在租房源
840,浦东,900,315万,31048元,内环内,海怡花园（浦东）(浦东源深)地图,sh4370031举报假一赔百细则,2室2厅2卫,有(一梯三户),101.5平,暂无数据,高区/11层,中装,西北,2010-02-12,满五,折现,住宅 - 公寓,78516元/平,1997年,住宅 - 公寓,7栋,180户,上海上房物业有限公司、上房物业,上海浦东金鑫房地产发展有限公司,5套在售二手房1套在租房源
841,闸北,950,332.5万,32772元,内环内,绿洲雅宾利花园（一期）(闸北西藏北路)地图,sh4369853举报假一赔百细则,2室2厅1卫,有(二梯四户),95.57平,暂无数据,中区/32层,精装,南,2007-10-10,满五,折现,住宅 - 公寓,96424元/平,2007年,住宅 - 别墅、住宅 - 公寓、商业类,10栋,662户,上海利物得物业管理有限责任公司,上海硕城置业有限公司,14套在售二手房12套在租房源
842,普陀,252,88.2万,8693元,外环外,桃浦六村绿春苑(普陀桃浦)地图,sh4365050举报假一赔百细则,2室1厅1卫,暂无数据,62.2平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,72栋,1776户,上海乾溪物业管理有限公司、上海绿春物业管理有限公司,普陀建筑,40套在售二手房3套在租房源,,
843,虹口,745,260.8万,25700元,内环内,东泰大厦(虹口北外滩)地图,sh4360282举报假一赔百细则,2室2厅2卫,有(三梯六户),117.82平,暂无数据,中区/32层,简装,东南,2008-11-13,满五,置换,住宅 - 公寓,59004元/平,1999年,住宅 - 公寓、住宅 - 写字楼,1栋,109户,暂无信息,上海东方房产投资发展有限公司、上海东方房地产投资发展有限公司,8套在售二手房1套在租房源
844,普陀,835,292.2万,28805元,中外环,象源丽都(普陀长征)地图,sh4357667举报假一赔百细则,3室2厅2卫,有(一梯二户),132.38平,暂无数据,低区/11层,中装,南北,2004-05-14,满五,折现,住宅 - 公寓,71465元/平,2004~2010年,住宅 - 公寓,67栋,2543户,上海源恺物业管理有限公司,上海象源丽都置业有限公司,24套在售二手房5套在租房源
845,徐汇,1500,525万,51746元,内环内,虹桥乐庭(徐汇徐家汇)地图,sh4356219举报假一赔百细则,3室2厅2卫,有(二梯四户),147.23平,暂无数据,中区/28层,毛坯,南北,2006-08-02,满五,折现,住宅 - 公寓,99909元/平,2002~2007年,住宅 - 公寓,15栋,764户,上海中西物业管理有限公司、上海中西物业管理有限公司,上海紫元房地产有限公司,9套在售二手房5套在租房源
846,普陀,350,122.5万,12074元,外环外,桃浦二村永汇新苑(普陀桃浦)地图,sh4354825举报假一赔百细则,2室1厅1卫,暂无数据,71.34平,暂无数据,中区/6层,中装,南北,2008-09-05,满五,其它,住宅 - 公寓,住宅 - 公寓,148栋,1811户,上海普陀物业有限公司、豪斯物业、普陀物业,上海永汇房地产开发有限公司,31套在售二手房4套在租房源,,
847,杨浦,260,91万,8969元,内环内,眉州路515弄(杨浦东外滩)地图,sh4354539举报假一赔百细则,1室0厅1卫,有(一梯五户),39.3平,暂无数据,中区/7层,中装,南,2011-05-18,满五,其它,住宅 - 公寓,66265元/平,1986~1998年,住宅 - 公寓,40栋,1045户,新外滩物业管理公司、外滩物业,眉山合作社,23套在售二手房8套在租房源
848,浦东,2750,962.5万,94867元,内环内,盛大金磐(浦东陆家嘴)地图,sh4353307举报假一赔百细则,3室2厅3卫,有(三梯二户),264.12平,暂无数据,高区/47层,精装,南北,2009-05-13,满五,折现,住宅 - 公寓,109655元/平,2005年,住宅 - 公寓,6栋,533户,上海仲量联行物业管理有限公司,上海金磐房地产开发有限公司,18套在售二手房33套在租房源
849,宝山,,,,,,,,,,,,,,,,,,,,,,,,,
850,闸北,1480,518万,51056元,内环内,精文城上城(闸北西藏北路)地图,sh4349867举报假一赔百细则,4室2厅2卫,有(一梯三户),203.1平,暂无数据,高区/28层,豪装,南北,2007-03-19,满五,折现,住宅 - 公寓,75501元/平,2004年,住宅 - 公寓,23栋,1522户,上海东方明珠物业管理有限公司,上海东方房产投资发展有限公司、上海东方明珠北区置业有限公司,19套在售二手房14套在租房源
851,宝山,565,197.8万,19491元,中外环,逸兴家园(宝山淞南)地图,sh4344020举报假一赔百细则,4室2厅2卫,有(一梯三户),124.16平,暂无数据,高区/9层,毛坯,南北,2005-07-22,满五,其它,住宅 - 公寓,49914元/平,2002~2003年,住宅 - 公寓,42栋,527户,上海凯基置业有限公司,上海宝建集团宝山市政房地产开发有限公司、上海市政,14套在售二手房3套在租房源
852,浦东,380,133万,13109元,内中环,香楠小区(浦东张江)地图,sh4343872举报假一赔百细则,2室1厅1卫,暂无数据,62.75平,暂无数据,中区/6层,简装,南,2009-11-01,满五,折现,住宅 - 公寓,59068元/平,1994~2001年,住宅 - 公寓,217栋,3006户,上海东湖张江物业管理有限公司、东湖物业,上海张江（集团）有限公司、张江集团,24套在售二手房19套在租房源
853,宝山,380,133万,13109元,中外环,祁连二村(宝山上大)地图,sh4338765举报假一赔百细则,3室1厅1卫,暂无数据,91.92平,暂无数据,中区/6层,中装,南,2012-09-01,满五,置换,住宅 - 公寓,1994~1997年,住宅 - 公寓,154栋,1987户,上海豪斯物业管理有限公司、上海祁连物业有限公司、祁连物业,祁连地产,30套在售二手房9套在租房源,
854,嘉定,440,154万,15179元,外环外,金地格林世界（卢尔公寓）(嘉定南翔)地图,sh4329083举报假一赔百细则,2室2厅1卫,有(二梯三户),99.17平,暂无数据,中区/18层,简装,南,2007-08-25,满五,折现,住宅 - 公寓,47723元/平,2005~2006年,住宅 - 公寓、商业类,30栋,619户,上海能宝物业有限责任公司、上海金地物业服务有限公司、金地物业,金地集团,11套在售二手房10套在租房源
855,宝山,165,57.7万,5692元,外环外,罗南一村(宝山罗店)地图,sh4328217举报假一赔百细则,1室1厅1卫,暂无数据,49.97平,暂无数据,高区/5层,毛坯,南北,2009-06-07,满五,其它,住宅 - 公寓,34777元/平,1991~1995年,住宅 - 公寓,47栋,560户,自主物业、罗南物业,罗南镇开发集团,5套在售二手房2套在租房源
856,浦东,1400,490万,48296元,内环内,山水国际(浦东源深)地图,sh4327468举报假一赔百细则,3室2厅2卫,有(二梯二户),145.02平,暂无数据,低区/28层,精装,南北,2011-04-29,满五,折现,住宅 - 公寓,103856元/平,2006年,住宅 - 公寓,23栋,1042户,上海理家物业管理有限公司,上海陆洋泾经济联合发展有限公司、上海陆洋公司,9套在售二手房24套在租房源
857,杨浦,418,146.3万,14420元,内中环,双阳路50弄(杨浦周家嘴路)地图,sh4312721举报假一赔百细则,2室1厅1卫,有(二梯八户),66.81平,暂无数据,低区/24层,简装,西,2000-08-16,满五,置换,住宅 - 公寓,65379元/平,1995~1996年,住宅 - 公寓,3栋,576户,自主物业、华新物业公司,上海浦东开发公司,7套在售二手房4套在租房源
858,浦东,900,315万,31048元,内中环,张江汤臣豪园二期(浦东张江)地图,sh4312203举报假一赔百细则,3室2厅2卫,有(一梯二户),137.26平,暂无数据,低区/11层,精装,南北,2009-07-10,满五,置换,住宅 - 公寓,79657元/平,2006~2007年,住宅 - 公寓,52栋,1620户,上海东湖物业管理公司、东湖物业,上海汤臣集团有限公司、张江集团,21套在售二手房16套在租房源
